player,dealer,tc,decks_remaining,action,rounds,ev,sd,ci95,best_action,delta_vs_best
"T,6",T,3,4.5,H,2000,-0.5755,0.7722044742165122,0.03384335325880105,H,0.0
"T,6",T,3,4.5,S,2000,-0.6165,0.7452702529955157,0.03266290896720621,H,-0.041000000000000036
"T,6",T,4,4.5,H,2000,-0.587,0.7631716713820031,0.03344747321996088,H,0.0
"T,6",T,4,4.5,S,2000,-0.589,0.7694666984347016,0.033723364944797544,H,-0.0020000000000000018
