true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,793889,2.0,3.161649802428299,-0.1892607152889132,-4.73151788222283,2.6475413361992093,-9.463035764445658,-150252.0
-4,499231,2.0,3.154187139821045,-0.1256552577864756,-3.14138144466189,2.6467041383327374,-6.28276288932378,-62731.0
-3,797438,2.0,3.1523993087863884,-0.10065108510003286,-2.5162771275008216,2.6432082738128537,-5.032554255001643,-80263.0
-2,1361257,2.0,3.152886633457165,-0.07349163310087661,-1.8372908275219153,2.6475449073469015,-3.6745816550438306,-100041.0
-1,2337544,2.0,3.151735325623817,-0.04998494145992546,-1.2496235364981365,2.646865437025238,-2.499247072996273,-116842.0
0,8677495,2.0,3.1502786230357955,-0.018639250152261685,-0.46598125380654215,2.647333830359746,-0.9319625076130842,-161742.0
1,2221637,2.0,3.150561500371123,0.01850887431205008,0.46272185780125197,2.648488621507029,0.9254437156025039,41120.0
2,1301125,2.0,3.149150927082333,0.038678067057354215,0.9669516764338554,2.64837945708286,1.9339033528677105,50325.0
3,767520,2.0,3.1497785074004585,0.06240749426725036,1.560187356681259,2.649257623778862,3.1203747133625184,47899.0
4,481694,2.0,3.150859259197748,0.08588024762608627,2.147006190652157,2.650474380281586,4.294012381304314,41368.0
5,291290,2.0,3.152312128806344,0.1042603590923135,2.6065089773078376,2.653479681405377,5.213017954615675,30370.0
6,181835,2.0,3.151648472516292,0.12222619407704788,3.055654851926197,2.650975446142612,6.111309703852394,22225.0
7,110602,2.0,3.155358854270266,0.15332453301025298,3.8331133252563245,2.6589195872139624,7.666226650512649,16958.0
>=8,177443,2.0,3.1604120759905996,0.21394475972565838,5.34861899314146,2.669526748532875,10.69723798628292,37963.0
