true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,408708,2.0,3.161014709768343,-0.1842660285582861,-4.606650713957153,2.6498235573819047,-9.213301427914306,-75311.0
-4,441717,2.0,3.1548389579753553,-0.13376437855006712,-3.344109463751678,2.6421059502680246,-6.688218927503356,-59086.0
-3,711401,2.0,3.1545499654906304,-0.1028533836753111,-2.5713345918827777,2.6479524094476523,-5.142669183765555,-73170.0
-2,1517465,2.0,3.152493797221023,-0.07401093270684991,-1.8502733176712478,2.6460297519598206,-3.7005466353424956,-112309.0
-1,2459032,2.0,3.1513819258960436,-0.052083909440788084,-1.3020977360197021,2.645384492812346,-2.6041954720394043,-128076.0
0,9206689,2.0,3.150175486540275,-0.018002671753113417,-0.45006679382783543,2.646793491806202,-0.9001335876556708,-165745.0
1,2329783,2.0,3.1511518454723038,0.01434082058286115,0.3585205145715288,2.649250349816998,0.7170410291430576,33411.0
2,1439479,2.0,3.1494832505371737,0.037784503976786045,0.9446125994196511,2.6476154158216576,1.8892251988393023,54390.0
3,676567,2.0,3.150657658443288,0.06796666109934418,1.6991665274836045,2.652385242384873,3.3983330549672095,45984.0
4,419089,2.0,3.152282689357153,0.09056310234818857,2.2640775587047144,2.6525893790967627,4.528155117409429,37954.0
5,189811,2.0,3.1558550347450884,0.11707435290894627,2.926858822723657,2.6616272216832035,5.853717645447313,22222.0
6,110810,2.0,3.1544174713473514,0.15250428661673135,3.812607165418284,2.6523361427905536,7.625214330836567,16899.0
7,47660,2.0,3.1579521611414183,0.18357112882920687,4.589278220730172,2.6579240279496994,9.178556441460344,8749.0
>=8,41789,2.0,3.166096341142406,0.1944291559979899,4.8607288999497476,2.659662689379299,9.721457799899495,8125.0
