true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,272787,1.0,1.5786602734001254,-0.09858241045211098,-2.4645602613027746,1.6387354674428947,-9.858241045211098,-26892.0
-4,325781,1.0,1.579109892842124,-0.0684416832166394,-1.7110420804159852,1.642783044686245,-6.84416832166394,-22297.0
-3,681398,1.0,1.578170173672362,-0.0539024182636286,-1.3475604565907149,1.6472053182612794,-5.3902418263628595,-36729.0
-2,1381211,1.0,1.576159616452519,-0.03972166453930645,-0.9930416134826613,1.6479473312504918,-3.9721664539306447,-54864.0
-1,2747603,1.0,1.5754230141690775,-0.028411309785292854,-0.7102827446323213,1.6493043667564966,-2.8411309785292853,-78063.0
0,9475817,1.0,1.575521878482879,-0.008153492200197619,-0.20383730500494046,1.6541712050937412,-0.8153492200197618,-77261.0
1,2598117,1.0,1.5749036706199144,0.008853334934492942,0.22133337336232356,1.6574423267910663,0.8853334934492942,23002.0
2,1309184,1.0,1.5750284146460696,0.022049612583105203,0.5512403145776301,1.6599036121917379,2.20496125831052,28867.0
3,644706,1.0,1.574658836741088,0.03180364383145186,0.7950910957862964,1.6648443276796996,3.1803643831451858,20504.0
4,306599,1.0,1.5753117263918017,0.044514169974461754,1.1128542493615439,1.663888002492495,4.4514169974461755,13648.0
5,141807,1.0,1.5774609151875436,0.05540629164991855,1.3851572912479637,1.6751145271789913,5.540629164991855,7857.0
6,64151,1.0,1.5751586101541675,0.06840111611666225,1.7100279029165562,1.6683616490208086,6.840111611666225,4388.0
7,28502,1.0,1.5822047575608729,0.06652164760367693,1.6630411900919233,1.6822939093877438,6.652164760367693,1896.0
>=8,22337,1.0,1.5763979048215964,0.09101490800017907,2.2753727000044766,1.6749294518480276,9.101490800017908,2033.0
