true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,666500,2.0,3.1631477869467366,-0.18527981995498874,-4.631995498874718,2.650132123222916,-9.263990997749437,-123489.0
-4,475526,2.0,3.156761144501037,-0.1318750184006763,-3.2968754600169077,2.6468344954994625,-6.593750920033815,-62710.0
-3,788945,2.0,3.154109602063515,-0.09978515612621919,-2.49462890315548,2.6442874285228775,-4.98925780631096,-78725.0
-2,1370281,2.0,3.153059117071608,-0.0706555808626114,-1.766389521565285,2.647594077508814,-3.5327790431305695,-96818.0
-1,2384141,2.0,3.151649168400694,-0.05100956696772548,-1.275239174193137,2.64544718988798,-2.550478348386274,-121614.0
0,8892631,2.0,3.150127560673551,-0.017888856515017884,-0.4472214128754471,2.64577979349047,-0.8944428257508942,-159079.0
1,2268350,2.0,3.148948795379902,0.017449247250203893,0.43623118125509736,2.645973774910203,0.8724623625101946,39581.0
2,1307630,2.0,3.1499652042244364,0.03848871622706729,0.9622179056766822,2.6491907251474838,1.9244358113533644,50329.0
3,755767,2.0,3.1496373882426725,0.06239753786550617,1.5599384466376542,2.650274029414025,3.1198768932753085,47158.0
4,453356,2.0,3.150760109053371,0.08840734433866541,2.2101836084666355,2.6517407910722413,4.420367216933271,40080.0
5,264040,2.0,3.151272534464475,0.11142251174064535,2.785562793516134,2.6530474210771815,5.571125587032268,29420.0
6,159445,2.0,3.149531186302487,0.1270594875976042,3.176487189940105,2.658204941236893,6.35297437988021,20259.0
7,91163,2.0,3.1573445367089716,0.14220681636190122,3.5551704090475305,2.6668645369125255,7.110340818095061,12964.0
>=8,122225,2.0,3.157938228676621,0.19886275311924728,4.971568827981182,2.660238720585547,9.943137655962364,24306.0
