true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,426390,1.0,1.580447477661296,-0.08741527709374047,-2.1853819273435118,1.6427149965252115,-8.741527709374047,-37273.0
-4,398981,1.0,1.5787794406249922,-0.06312581300863951,-1.5781453252159876,1.6434005851442601,-6.312581300863951,-25186.0
-3,733215,1.0,1.5758924735582334,-0.05158514214793751,-1.2896285536984378,1.6444111458833062,-5.158514214793751,-37823.0
-2,1359775,1.0,1.5751495651854166,-0.03622805243514552,-0.905701310878638,1.6479377410763043,-3.622805243514552,-49262.0
-1,2485361,1.0,1.5762651783785133,-0.02625936433379296,-0.656484108344824,1.6504294757988052,-2.625936433379296,-65264.0
0,9479784,1.0,1.5755431769331454,-0.009041767196383377,-0.22604417990958445,1.6544158467145214,-0.9041767196383378,-85714.0
1,2352615,1.0,1.5750660435302843,0.009831187848415487,0.24577969621038717,1.6581760739500697,0.9831187848415487,23129.0
2,1286384,1.0,1.5744381149019266,0.020446460776875335,0.5111615194218834,1.6592586297550338,2.0446460776875335,26302.0
3,695982,1.0,1.57653071487481,0.0328399297682986,0.820998244207465,1.6649528434645726,3.2839929768298606,22856.0
4,378410,1.0,1.576639095161333,0.047644089743928544,1.1911022435982137,1.6660221107134285,4.764408974392854,18029.0
5,199479,1.0,1.5777801172053199,0.05517874061931331,1.3794685154828328,1.670910304281208,5.517874061931331,11007.0
6,105332,1.0,1.5750104431701668,0.06191850529753541,1.5479626324383853,1.669982242276643,6.191850529753541,6522.0
7,52503,1.0,1.5825000476163267,0.07932880025903281,1.9832200064758203,1.6817231014315643,7.932880025903282,4165.0
>=8,45789,1.0,1.5868440018345018,0.10404245561160977,2.601061390290244,1.687804167984076,10.404245561160977,4764.0
