true_count_bucket,rounds,avg_initial_bet_units,avg_final_wager_units,ev_units_per_round,ev_dollars_per_round,sd_units_per_round,ev_per_initial_bet_pct,profit_units
<=-5,350790,2.0,3.16239060406511,-0.19867442059351748,-4.966860514837937,2.6513884199836633,-9.933721029675874,-69693.0
-4,364460,2.0,3.155918344948691,-0.14272073752949568,-3.568018438237392,2.6439930448253968,-7.136036876474785,-52016.0
-3,722382,2.0,3.153798128967776,-0.11111572547488725,-2.7778931368721813,2.6457170302607187,-5.555786273744363,-80268.0
-2,1400394,2.0,3.152829846457497,-0.08421415687299431,-2.105353921824858,2.644585277007433,-4.210707843649716,-117933.0
-1,2696830,2.0,3.151062543801426,-0.05390736531409099,-1.3476841328522746,2.644131506139095,-2.6953682657045492,-145379.0
0,9207287,2.0,3.1508781033978845,-0.017597909134362814,-0.43994772835907037,2.648107768332314,-0.8798954567181407,-162029.0
1,2565238,2.0,3.1515071895863076,0.02079612106167147,0.5199030265417868,2.6514419494475803,1.0398060530835735,53347.0
2,1330692,2.0,3.149030729875884,0.04615643589951694,1.1539108974879235,2.6502382681641454,2.307821794975847,61420.0
3,684130,2.0,3.150196600061392,0.06465291684329001,1.6163229210822503,2.6482040832742157,3.232645842164501,44231.0
4,347158,2.0,3.1510580196913223,0.1017202541782128,2.54300635445532,2.6568814613839318,5.08601270891064,35313.0
5,172332,2.0,3.156186895063018,0.12338973609080148,3.084743402270037,2.659354137866205,6.169486804540074,21264.0
6,84283,2.0,3.1571253989535255,0.13587556209437254,3.3968890523593136,2.666578069226059,6.793778104718626,11452.0
7,40329,2.0,3.1540082818815245,0.1677452949490441,4.1936323737261025,2.6513554854788666,8.387264747452205,6765.0
>=8,33695,2.0,3.1617747440273036,0.2121382994509571,5.303457486273928,2.6752376966369145,10.606914972547855,7148.0
